ID,Source_ID,Relation_ID,Target_ID
1123-narrower-3827,1123,narrower,3827
3827-broader-1123,3827,broader,1123
1643-narrower-3822,1643,narrower,3822
3822-broader-1643,3822,broader,1643
1643-narrower-3823,1643,narrower,3823
3823-broader-1643,3823,broader,1643
3856-narrower-148,3856,narrower,148
148-broader-3856,148,broader,3856
3856-narrower-149,3856,narrower,149
149-broader-3856,149,broader,3856
3856-narrower-3855,3856,narrower,3855
3855-broader-3856,3855,broader,3856
3889-narrower-1432,3889,narrower,1432
1432-broader-3889,1432,broader,3889
3890-narrower-1063,3890,narrower,1063
1063-broader-3890,1063,broader,3890
3890-narrower-1642,3890,narrower,1642
1642-broader-3890,1642,broader,3890
2230-antonymof-2838,2230,antonymof,2838
1831-narrower-3904,1831,narrower,3904
3904-broader-1831,3904,broader,1831
635-narrower-3911,635,narrower,3911
3911-broader-635,3911,broader,635
635-narrower-3912,635,narrower,3912
3912-broader-635,3912,broader,635
1551-narrower-3923,1551,narrower,3923
3923-broader-1551,3923,broader,1551
619-narrower-3923,619,narrower,3923
3923-broader-619,3923,broader,619
1553-narrower-3924,1553,narrower,3924
3924-broader-1553,3924,broader,1553
619-narrower-3924,619,narrower,3924
3924-broader-619,3924,broader,619
